key,version_id,last_modified,md_exists,status_completed,tox_data_exists,core_required,core_status,core_error,core_duration_seconds,document_version_id,tox_required,tox_status,tox_error,tox_duration_seconds,tox_source_document_id,tox_study_id
filynai.com/Lpathomab/Module 4 Nonclinical Study Reports/4.2 Study Reports/4.2.1 Pharmacology/4.2.1.1 Primary Pharmacodynamics/Evaluation of Selected Test Substances for Analgesic Activity Using the Spinal Nerve Ligation (Chung) Model of Neuropathic Pain in the Rat (I.V. Administration).pdf,eD7UBDYJ.naxqlEvqXWfWp6ROXAXMxAo,2025-11-19T02:57:41+00:00,False,False,False,False,skipped,,0.0,,True,completed,,16.144,b0afa946-3b8d-40df-90ca-5b9c3d1d721b,8336872f-ef13-40bd-870c-a63f64620443
filynai.com/Lpathomab/Module 4 Nonclinical Study Reports/4.2 Study Reports/4.2.1 Pharmacology/4.2.1.1 Primary Pharmacodynamics/Pharmacological Assessment of anti-S1P and anti-LPA antibodies in Paclitaxel-induced Neuropathic Pain.pdf,84AVgsXtIveA.nfQngpFKCTDMlzVqa16,2025-11-19T02:57:40+00:00,False,False,False,False,skipped,,0.0,,True,completed,,5.542,cc081093-b540-4fef-8755-99b903b33cdd,286c4435-948e-4705-a096-915fbc9de792
filynai.com/Lpathomab/Module 4 Nonclinical Study Reports/4.2 Study Reports/4.2.1 Pharmacology/4.2.1.1 Primary Pharmacodynamics/xml files/lt3114-pha-003-r/Efficacy of murine anti-LPA Ab in the ZDF rat model of type 2 diabetes.pdf,XUBGBFhSdjWo9vAjaT49utMzwLt6MoMh,2025-11-19T02:57:10+00:00,False,False,False,False,skipped,,0.0,,True,completed,,4.267,ed8cdd16-7adc-45c6-b1a2-60d93fce999b,72884e0e-c0cd-4bbe-a548-2fd3f55a6b7e
filynai.com/Lpathomab/Module 4 Nonclinical Study Reports/4.2 Study Reports/4.2.1 Pharmacology/4.2.1.1 Primary Pharmacodynamics/xml files/lt3114-pha-005-r/Efficacy of B3 antibody in a mouse model of Collagen Antibody Induced Arthritis (CAIA). Wash-out study.pdf,9svGCnmDhsLn3lfOIjyKcyEsXFTGFaHw,2025-11-19T02:57:08+00:00,False,False,False,False,skipped,,0.0,,True,completed,,4.038,e18542d8-0dd7-465e-b2c8-d6a70a68e8ed,7c867576-d585-4524-b695-d24b5ae7dc96
filynai.com/Lpathomab/Module 4 Nonclinical Study Reports/4.2 Study Reports/4.2.1 Pharmacology/4.2.1.3 Safety Pharmacology/A Study to Assess Wound Healing in C57 BL_6  Mice.pdf,hdSjFbU33lSwMPZ9fNVnt9weScWtfAri,2025-11-19T02:57:36+00:00,False,False,False,False,skipped,,0.0,,True,completed,,7.299,5ef2b046-19ab-4418-9cf9-21ad9832b8ca,100da96f-8f27-47a6-b1f0-6ab6ffcd6362
filynai.com/Lpathomab/Module 4 Nonclinical Study Reports/4.2 Study Reports/4.2.1 Pharmacology/4.2.1.3 Safety Pharmacology/A single slow bolus injection study of LT3114 in cynomolgus monkeys.pdf,4Vxjp6SgAGChOApcGQnm46nUacu8nwEU,2025-11-19T02:57:38+00:00,False,False,False,False,skipped,,0.0,,True,completed,,34.964,961e9c70-e6ce-453c-a372-27b96fad56aa,b32ddb70-f2b6-4113-8a3d-9317a9083f86
filynai.com/Lpathomab/Module 4 Nonclinical Study Reports/4.2 Study Reports/4.2.1 Pharmacology/4.2.1.3 Safety Pharmacology/Full Human Tissue Cross-Reactivity Study of LT3114.pdf,xU2uHH.Jz58iVbpfBhELu8czRbKq7RH2,2025-11-19T02:57:39+00:00,False,False,False,False,skipped,,0.0,,True,completed,,14.24,28787301-589b-432c-8219-52083929e485,8df16d45-cad0-4150-bb2a-198f7ef3d1dc
filynai.com/Lpathomab/Module 4 Nonclinical Study Reports/4.2 Study Reports/4.2.1 Pharmacology/4.2.1.3 Safety Pharmacology/Neuropharmacological Profile (NPP) of LT3114 in Rats (GLP).pdf,NMRFKWFU4GlZQK5yglyZxE1byaePyHFT,2025-11-19T02:57:40+00:00,False,False,False,False,skipped,,0.0,,True,completed,,5.437,59ce95d7-d355-4ee1-b4ef-fb76f875d0e6,a1974c77-12d0-4392-8214-6b655454bfdc
filynai.com/Lpathomab/Module 4 Nonclinical Study Reports/4.2 Study Reports/4.2.1 Pharmacology/4.2.1.3 Safety Pharmacology/Pulmonary Assessment of LT3114 in the Conscious Rat (GLP).pdf,UjErduKsMTZJTUVg2EKrZeENNcKhSnaI,2025-11-19T02:57:36+00:00,False,False,False,False,skipped,,0.0,,True,completed,,7.299,7f77deaa-6a9e-42de-adf2-575b7dc5f0a4,0cfab4bd-23f5-49ad-9241-a67f739d5099
filynai.com/Lpathomab/Module 4 Nonclinical Study Reports/4.2 Study Reports/4.2.2 Pharmacokinetics/4.2.2.1 Analytical Methods and Validation Reports/Determination of LT3114 in Monkey K2EDTA Plasma By ELISA.pdf,Pz02SPv1LfI2L1a2h1awHn.MsioHhFa4,2025-11-19T02:57:31+00:00,False,False,False,False,skipped,,0.0,,True,completed,,7.119,7a2d9557-6fa6-4f6d-b965-e6920e5e668c,b2d16dee-fa42-4e68-a947-d40f4b60aaf2
filynai.com/Lpathomab/Module 4 Nonclinical Study Reports/4.2 Study Reports/4.2.2 Pharmacokinetics/4.2.2.1 Analytical Methods and Validation Reports/Determination of LT3114 in Rat K2EDTA Plasma By ELISA.pdf,p9624Zcmq36Vha.LYYJHCUK7aOZ1Rjh1,2025-11-19T02:57:32+00:00,False,False,False,False,skipped,,0.0,,True,completed,,7.366,55c89494-fe08-4a94-b9be-9a4acbc0460d,418f0d08-564d-437f-875b-43b68c59c692
filynai.com/Lpathomab/Module 4 Nonclinical Study Reports/4.2 Study Reports/4.2.2 Pharmacokinetics/4.2.2.1 Analytical Methods and Validation Reports/The Validation of an ECL Assay for the Detection of Anti-Drug Antibodies (ADA) Directed Against LT3114 in Monkey Serum.pdf,jJRTEs4mTL0USfrpbiakAAqcG.PzAKMK,2025-11-19T02:57:32+00:00,False,False,False,False,skipped,,0.0,,True,completed,,9.908,b07d0600-0bd5-4f1d-b763-ed468fe48e19,5442dfab-f419-44c5-a88c-dd0cd9f56154
filynai.com/Lpathomab/Module 4 Nonclinical Study Reports/4.2 Study Reports/4.2.2 Pharmacokinetics/4.2.2.1 Analytical Methods and Validation Reports/The Validation of an ECL Assay for the Detection of Anti-Drug Antibodies (ADA) Directed Against LT3114 in Rat Serum.pdf,BEbntSQGCcDTPO1Tc__vu4BALtHjVW.m,2025-11-19T02:57:33+00:00,False,False,False,False,skipped,,0.0,,True,completed,,8.2,602abad9-dc5c-4c63-875e-f6f0b3792ccc,101b9783-90fd-48dd-8169-dc21378af3e6
filynai.com/Lpathomab/Module 4 Nonclinical Study Reports/4.2 Study Reports/4.2.2 Pharmacokinetics/4.2.2.1 Analytical Methods and Validation Reports/Validation of an ELISA Method for the Quantification of LT3114 in a Citrate Buffer Formulation.pdf,AddsJcL2cOme1vHnTowJN0vEps81Cpfa,2025-11-19T02:57:33+00:00,False,False,False,False,skipped,,0.0,,True,completed,,14.876,9b649424-6df6-476a-8548-af381ac92c8a,e1642eae-e25d-4406-b89f-0747bb73b975
filynai.com/Lpathomab/Module 4 Nonclinical Study Reports/4.2 Study Reports/4.2.2 Pharmacokinetics/4.2.2.2 Absorption/A Pharmacokinetic Study of LT3114 Administered Intravenously in Cynomolgus Monkeys (non-GLP).pdf,pKy0Z78jCSvgoNgVUtuZNPt_5UACT4hy,2025-11-19T02:57:36+00:00,False,False,False,False,skipped,,0.0,,True,completed,,6.439,d99dec7f-a863-43e4-b446-e6b7745e2907,39613d8f-23e4-4e9f-86e0-6224614cdc1d
filynai.com/Lpathomab/Module 4 Nonclinical Study Reports/4.2 Study Reports/4.2.2 Pharmacokinetics/4.2.2.2 Absorption/A Pharmacokinetic Study of LT3114 Administered Intravenously in Rats (non-GLP).pdf,9QQ1zMnTFTP3zigvkxVdFbzHvU80LNhQ,2025-11-19T02:57:35+00:00,False,False,False,False,skipped,,0.0,,True,completed,,5.78,7b42846c-3dea-4e11-aaba-f1ac60606361,e20c19ec-2d67-416b-bf0f-835c4a59447e
filynai.com/Lpathomab/Module 4 Nonclinical Study Reports/4.2 Study Reports/4.2.2 Pharmacokinetics/4.2.2.7 Other Pharmacokinetic Studies/Pharmacokinetic evaluation of B3 in C57Bl_6 mice.pdf,aso2CaBDIiqRGSo2uFfMtNEXO9tY3fsl,2025-11-19T02:57:34+00:00,False,False,False,False,skipped,,0.0,,True,completed,,6.071,a6ee651b-8733-4cff-be71-db699691b89f,d8cbe4f6-3122-47e5-943f-1e721232c530
filynai.com/Lpathomab/Module 4 Nonclinical Study Reports/4.2 Study Reports/4.2.2 Pharmacokinetics/4.2.2.7 Other Pharmacokinetic Studies/Pharmacokinetic evaluation of B3 in the Sprague Dawley rat.pdf,ml8YxJnYMtIkufCKkgH1sjRoM39HgYf7,2025-11-19T02:57:34+00:00,False,False,False,False,skipped,,0.0,,True,completed,,6.167,9a3a2d82-6a97-4c78-bea0-58c525eb1ee7,d7e71550-e0a9-434e-a898-7afa193d2f21
